Condition ID,Description,Control,Time (min),PMID,Organism,Biological Sample,Labelling Type,Labelling Method,Spectrometer,Enrichment,Condition label,Total Sites In Atlas
1453_287,chlortetracycline,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_DMSO,1727
1454_287,chlortetracycline,paclitaxel,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_paclitaxel,1727
1455_287,paclitaxel,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,paclitaxel,1723
1456_287,chlorzoxazone,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_DMSO,1896
1457_287,chlorzoxazone,carmustine,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_carmustine,1896
1458_287,carmustine,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,carmustine,1897
1461_287,doxorubicin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,doxorubicin,1879
1462_287,staurosporine,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_DMSO,1992
1463_287,staurosporine,daunorubicin,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_daunorubicin,1992
1464_287,daunorubicin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,daunorubicin,1994
1465_287,irinotecan,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_DMSO,1537
1466_287,irinotecan,dexverapamil,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_dexverapamil,1537
1467_287,dexverapamil,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,dexverapamil,1537
1468_287,scriptaid,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_DMSO,1760
1469_287,scriptaid,mesalazine,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_mesalazine,1760
1470_287,mesalazine,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,mesalazine,1760
1471_287,trichostatin A,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_DMSO,1709
1472_287,trichostatin A,anisomycin,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_anisomycin,1708
1473_287,anisomycin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,anisomycin,1709
1476_287,digitoxigenin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digitoxigenin,1661
1477_287,valproic acid,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_DMSO,1679
1478_287,valproic acid,digoxigenin,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_digoxigenin,1679
1479_287,digoxigenin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxigenin,1676
1482_287,digoxin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxin,1607
1483_287,geldanamycin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_DMSO,1791
1484_287,geldanamycin,Lanatoside C,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_Lanatoside C,1791
1485_287,Lanatoside C,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Lanatoside C,1792
1486_287,fulvestrant,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,fulvestrant_vs_DMSO,1800
1487_287,fulvestrant,captopril,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,fulvestrant_vs_captopril,1799
1488_287,captopril,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,captopril,1799
1489_287,clindamycin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,clindamycin_vs_DMSO,1859
1490_287,clindamycin,ambroxol,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,clindamycin_vs_ambroxol,1860
1491_287,ambroxol,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,ambroxol,1860
1492_287,chlortetracycline,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_DMSO,1859
1493_287,chlortetracycline,paclitaxel,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_paclitaxel,1860
1494_287,paclitaxel,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,paclitaxel,1859
1495_287,chlorzoxazone,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_DMSO,1838
1496_287,chlorzoxazone,carmustine,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_carmustine,1837
1497_287,carmustine,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,carmustine,1837
1500_287,doxorubicin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,doxorubicin,1547
1501_287,staurosporine,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_DMSO,2380
1502_287,staurosporine,daunorubicin,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_daunorubicin,2380
1503_287,daunorubicin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,daunorubicin,2378
1504_287,irinotecan,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_DMSO,1819
1505_287,irinotecan,dexverapamil,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_dexverapamil,1819
1506_287,dexverapamil,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,dexverapamil,1828
1507_287,scriptaid,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_DMSO,1573
1508_287,scriptaid,mesalazine,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_mesalazine,1573
1509_287,mesalazine,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,mesalazine,1573
1510_287,trichostatin A,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_DMSO,1663
1511_287,trichostatin A,anisomycin,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_anisomycin,1663
1512_287,anisomycin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,anisomycin,1663
1515_287,digitoxigenin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digitoxigenin,1664
1516_287,valproic acid,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_DMSO,1608
1517_287,valproic acid,digoxigenin,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_digoxigenin,1608
1518_287,digoxigenin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxigenin,1610
1521_287,digoxin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxin,2301
1522_287,geldanamycin,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_DMSO,1575
1523_287,geldanamycin,Lanatoside C,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_Lanatoside C,1574
1524_287,Lanatoside C,DMSO,,26912667,9606,MCF7,metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Lanatoside C,1577
1525_288,fulvestrant,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,fulvestrant_vs_DMSO,2093
1526_288,fulvestrant,captopril,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,fulvestrant_vs_captopril,2094
1527_288,captopril,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,captopril,2171
1528_288,clindamycin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,clindamycin_vs_DMSO,2109
1529_288,clindamycin,ambroxol,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,clindamycin_vs_ambroxol,2110
1530_288,ambroxol,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,ambroxol,2108
1531_288,chlortetracycline,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_DMSO,2285
1532_288,chlortetracycline,paclitaxel,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_paclitaxel,2285
1533_288,paclitaxel,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,paclitaxel,2284
1534_288,chlorzoxazone,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_DMSO,2113
1535_288,chlorzoxazone,carmustine,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_carmustine,2112
1536_288,carmustine,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,carmustine,2112
1539_288,doxorubicin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,doxorubicin,2199
1540_288,staurosporine,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_DMSO,2434
1541_288,staurosporine,daunorubicin,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_daunorubicin,2433
1542_288,daunorubicin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,daunorubicin,2436
1543_288,irinotecan,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_DMSO,2156
1544_288,irinotecan,dexverapamil,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_dexverapamil,2155
1545_288,dexverapamil,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,dexverapamil,2157
1546_288,scriptaid,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_DMSO,2275
1547_288,scriptaid,mesalazine,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_mesalazine,2275
1548_288,mesalazine,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,mesalazine,2276
1549_288,trichostatin A,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_DMSO,2090
1550_288,trichostatin A,anisomycin,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_anisomycin,2091
1551_288,anisomycin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,anisomycin,2091
1554_288,digitoxigenin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digitoxigenin,2270
1555_288,valproic acid,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_DMSO,2253
1556_288,valproic acid,digoxigenin,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_digoxigenin,2253
1557_288,digoxigenin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxigenin,2254
1560_288,digoxin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxin,2229
1561_288,geldanamycin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_DMSO,1771
1562_288,geldanamycin,Lanatoside C,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_Lanatoside C,1771
1563_288,Lanatoside C,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Lanatoside C,1773
1564_288,fulvestrant,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,fulvestrant_vs_DMSO,2239
1565_288,fulvestrant,captopril,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,fulvestrant_vs_captopril,2241
1566_288,captopril,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,captopril,2240
1567_288,clindamycin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,clindamycin_vs_DMSO,2204
1568_288,clindamycin,ambroxol,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,clindamycin_vs_ambroxol,2204
1569_288,ambroxol,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,ambroxol,2200
1570_288,chlortetracycline,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_DMSO,2392
1571_288,chlortetracycline,paclitaxel,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlortetracycline_vs_paclitaxel,2392
1572_288,paclitaxel,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,paclitaxel,2392
1573_288,chlorzoxazone,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_DMSO,2338
1574_288,chlorzoxazone,carmustine,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,chlorzoxazone_vs_carmustine,2339
1575_288,carmustine,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,carmustine,2339
1578_288,doxorubicin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,doxorubicin,2129
1579_288,staurosporine,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_DMSO,1729
1580_288,staurosporine,daunorubicin,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,staurosporine_vs_daunorubicin,1730
1581_288,daunorubicin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,daunorubicin,1731
1582_288,irinotecan,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_DMSO,2383
1583_288,irinotecan,dexverapamil,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,irinotecan_vs_dexverapamil,2384
1584_288,dexverapamil,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,dexverapamil,2383
1585_288,scriptaid,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_DMSO,2276
1586_288,scriptaid,mesalazine,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,scriptaid_vs_mesalazine,2276
1587_288,mesalazine,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,mesalazine,2275
1588_288,trichostatin A,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_DMSO,2476
1589_288,trichostatin A,anisomycin,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,trichostatin A_vs_anisomycin,2476
1590_288,anisomycin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,anisomycin,2479
1593_288,digitoxigenin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digitoxigenin,2306
1594_288,valproic acid,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_DMSO,2171
1595_288,valproic acid,digoxigenin,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,valproic acid_vs_digoxigenin,2171
1596_288,digoxigenin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxigenin,2171
1599_288,digoxin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,digoxin,1479
1600_288,geldanamycin,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_DMSO,2305
1601_288,geldanamycin,Lanatoside C,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,geldanamycin_vs_Lanatoside C,2305
1602_288,Lanatoside C,DMSO,,26912667,9606,PC-3 (Prostate Cancer),metabolic,SILAC,Orbitrap (Q Exactive),IMAC,Lanatoside C,2305
